582
grain
,000,09,10,1985,1986,1987,25,87,agriculture,corn,crop,department,dlrs,ec,export,exports,farm,farmers,grain,imports,maize,market,mln,nil,pct,price,prices,production,program,report,rice,said,soviet,tonnes,total,trade,usda,week,wheat,year
167,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,1
168,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
169,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,4,3
170,4,0,0,3,2,0,0,2,0,0,0,0,0,3,3,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0
171,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
172,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2
173,0,0,0,1,2,0,0,0,3,0,1,2,6,0,0,0,2,0,2,0,0,3,6,0,0,1,0,0,1,0,0,11,0,0,0,0,2,0,0,0
174,2,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,2,0,0,4,0,0,0,0,0,0,4,0
175,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,6,1,2,1
176,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,6,0,2,0,0,3,0,0,1,0,0,2,0,0,2,5,0,0,0,6,0,0,0,1
179,1,0,1,3,1,0,2,1,0,0,0,0,5,0,0,2,0,0,0,1,0,1,1,0,4,0,1,0,0,0,0,13,2,1,2,20,0,0,1,2
180,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
181,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,0
182,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2,0,0,0,1,0,0,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,3,0,5,0,1,0,0,0,2
184,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,7,0,0,3,0,0,4,0,3,0,3,0,0,3,0,0,1,0,0,0,0,2
185,13,0,0,0,0,0,3,0,0,1,0,0,17,1,0,0,0,0,6,1,1,3,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0
186,0,0,2,0,7,0,3,7,1,4,0,0,0,0,0,0,0,0,0,1,0,0,10,0,10,0,3,0,0,0,0,4,0,7,0,0,0,0,0,6
187,2,0,1,0,1,1,1,2,1,0,3,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,5,0,7,0,5,1,0,1,0,4,3
188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0
189,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,5,0
190,0,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0
191,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,3,0
192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,3,0,0
193,1,0,0,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,4,0
194,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,1,2,1
195,2,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,2,0,4,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,8,0
197,4,0,0,0,1,1,1,0,1,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,1,0,4,0
198,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,6,1,10,0,1,0,1,2,0,0,2
199,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1
200,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,0,3,0
201,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,1,2,0,0,0,0
202,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0
203,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0,1,0,8,0,0,2,4,0,0,2,2,0,2,0,0,4,4,3,0,6,2,0,14,1
205,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
206,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,3,1,0,0,0,8,0,0,1,3,0,0,7,0
207,0,0,0,9,14,6,0,8,1,1,0,1,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,4,0,1,1,1,0,0,1,1,0,0,1,0,2,4,1,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,0,0
209,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0
210,3,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,1
211,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0
213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0
214,7,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0
216,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,3
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
218,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,0,5,0,0,0,1,0,1,2,0
219,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,0,0,0,0,1,0
220,1,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2
221,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,1,0,3,0
222,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,18,0,0,0,1,0,0,5,2
223,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
224,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
226,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9,2,2,0,0,0,0,3,0,0,0,0,0,0,1,0
227,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,0,0,1,1,0,1,0,0,1,11,0,1,0,1,0,0,2,1,1,2,0,4,4,0,3,2,0,10,8,0,0,24,0,0,0,1,0,0,0,6
229,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,3,0
230,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,1,0,1,0,0
231,2,0,0,0,1,1,0,1,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,3,0,0,2,0,1,0,1,0,4,0,3,0,0,0,0,0,1
234,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
235,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,3,0,4,0,0,0,0,0,1
236,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,2,3,6,3,0,0,0,3,0
237,0,0,0,3,3,0,0,3,1,0,4,1,0,0,0,2,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,2,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
239,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,1,1,1,2
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0
241,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,4,0
242,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,4,0,2,0,3,1,5,0,0,1,0,0,4
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,2,0
245,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
246,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,1,0,4,0,4,0,0,3,0,0,0,5,0,4,0,0,0,0,0,1
247,3,1,11,0,0,0,3,0,1,8,0,1,12,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,3,2,0,13,1,0,1,1,8,0
248,8,0,0,0,2,2,0,2,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,0,3,2
249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,3,0
250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,3,0
251,2,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0
252,0,0,0,0,0,4,0,0,1,0,5,1,7,0,0,0,1,10,0,0,0,0,8,0,2,0,0,0,3,0,0,4,0,0,0,0,7,0,6,2
253,1,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,4,0
254,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,4,2
255,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
256,0,0,0,0,0,2,1,0,3,0,7,1,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,5,0,0,0,5,9,9,0,0,5,0,0,4
257,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
258,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,5,4,0,0,0,5,0,0,0,0
259,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,6,3,2,1,0,0,1,0,0
260,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,6,0,3,0,1,0,0,0,0,0,0,3,0,5,1,0,0,0,0,3
261,1,0,1,0,0,2,0,0,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,4,0
262,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,7,3,1,0,0,5,0,1,9
263,0,0,0,0,1,1,0,0,1,4,0,1,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,2,3,0,0,1
264,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,1
265,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,4,0
266,7,0,0,1,3,0,0,3,1,0,0,1,4,4,1,0,0,0,0,0,0,3,2,0,0,2,0,1,0,1,0,5,0,7,2,0,2,0,9,3
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
268,0,0,0,2,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,0
269,0,0,5,5,6,0,0,6,1,2,2,1,0,0,0,0,0,0,4,8,0,0,22,0,0,0,0,2,0,0,0,1,6,21,1,0,3,0,3,0
270,0,0,0,2,2,0,0,2,1,0,2,1,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0
271,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0
272,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0,1,1,0,0,1
273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0
274,3,0,0,1,4,1,0,3,0,0,3,0,0,0,2,0,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,1
275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,1,1,2,3,0,2,4,7,0,0,0,2,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
278,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,4,3,2,1,0,0,1,0,0,0,0,0,6,0,2,0,0,0,1,0,2
279,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0
280,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
281,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
282,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
283,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
284,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0
285,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,4,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,3,0,0,0,0,0,1,0,5,2,0,1,2,0,2,0,1,0,3,11,0,1,0,0,2,0,0,1,6,0,0,3,2,2,0,5,2,0,4,3
289,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,3,0
290,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,5,2,1,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
291,0,0,0,1,0,0,1,0,2,4,1,1,0,0,0,0,3,2,6,0,0,1,4,0,2,0,3,2,1,5,0,14,0,0,0,3,1,0,1,5
292,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
294,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,0,4,1,0,1,0,0,0,0,0,2
295,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1
296,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
297,2,0,1,0,0,1,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,4,0
298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,0
299,0,0,1,3,3,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,6,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6
300,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
301,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,8,0,2,0,5,0,0,2,0,0,0,4,0,8,0,0,0,0,0,4
302,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1
303,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,3,0,0
304,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3
305,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
306,19,0,6,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
307,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,3,0
309,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
310,14,0,2,1,1,3,0,0,2,4,2,1,2,0,0,0,0,0,0,1,0,1,1,4,0,3,0,2,7,0,0,11,0,0,0,0,5,1,0,1
311,0,0,0,3,3,0,0,3,1,0,2,1,0,0,0,2,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,2,0
312,1,0,0,0,1,0,0,0,1,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,0,1,1,1,3
313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,1,0,3,0
314,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
315,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1
316,0,0,0,0,5,0,0,4,2,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,5,0,0,1,0,1,0,4,1
317,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,1,3,2,2
318,1,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,2,3
319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
320,0,0,0,1,0,4,0,0,2,1,3,1,1,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0,4,0,0,8,0,0,0,0,0,2,5,2
321,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,4,0,0,8,0,0,0,0,0,1,11,0
322,0,0,0,0,0,0,1,0,0,8,0,0,2,0,3,0,0,3,8,0,0,6,1,0,4,8,4,0,2,1,0,8,4,1,0,0,7,0,0,1
323,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,0,0,1,0,0,0
324,3,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0
325,3,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
326,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
327,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0
328,0,0,1,0,0,1,0,0,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,3
329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,2,0,1,0,0,3,0,0,0,0,0,1,0,0
330,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2
331,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,0,0,4,0,0,0,0,0,3,0,0,0
332,0,0,0,0,1,0,3,0,5,4,2,0,5,0,1,0,5,1,1,0,0,0,1,0,2,1,0,0,2,0,0,10,0,0,1,0,0,0,3,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
334,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335,5,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,2
